#time,flux,flux_err
1738.6491882405314,0.9989997064655803,0.0014385548
1738.6505771052796,0.9986212609718172,0.0014376835
1738.65196597026,0.9984582588820308,0.0014390607
1738.6533548350083,0.9984619882498793,0.0014368888
1738.6547436999883,0.9985777374191817,0.0014365873
1738.6561325647356,0.9987555309250592,0.0014374424
1738.6575214297166,0.9987417355761058,0.0014396452
1738.6589102944642,0.9990089756139484,0.0014387864
1738.6602991594452,0.9990615205381146,0.0014379225
1738.6616880241934,0.999073028449793,0.0014369886
1738.663076889174,0.9991234668441509,0.0014377706
1738.664465754155,0.9992279556677931,0.0014398455
1738.6658546189021,0.9996073156251836,0.0014361406
1738.6672434838822,0.999335610863516,0.0014370247
1738.6686323488632,0.9993242172456126,0.0014371751
1738.6700212138437,0.9995494057523968,0.0014382236
1738.6714100785919,0.9998181076819729,0.0014368062
1738.6727989435726,1.0000412630287219,0.0014400062
1738.6741878085534,1.0001286196858792,0.0014386314
1738.6755766735344,1.0002476462467054,0.0014384135
1738.6769655385144,1.000147475788596,0.0014376506
1738.6783544034945,1.0004558437888451,0.0014363787
1738.6797432684752,1.0001439650926285,0.0014382903
1738.681132133457,1.000119587305306,0.001437401
1738.6825209984383,0.9998683645086633,0.0014390975
1738.6839098634189,0.9997110867352256,0.0014395515
1738.6852987283999,0.9997342703849608,0.0014381384
1738.68668759338,0.9993270067115532,0.0014383534
1738.68807645836,0.9992207427183116,0.0014369338
1738.689465323341,0.9989331235336601,0.001437861
1738.6908541883215,0.9990258607933549,0.0014371796
1738.6922430535353,0.9989923132094723,0.0014364152
1738.6936319185163,0.9989833709531672,0.0014376194
1738.6950207834968,0.9994985069321989,0.0014374643
1738.6964096487106,0.9998216021814333,0.0014373442
1738.6977985136907,1.0001393675974612,0.0014387574
1738.6991873786708,0.9999175649021919,0.0014382099
1738.7005762438846,1.0004122518157974,0.0014385532
1738.7019651088651,1.0004521425837274,0.0014384935
1738.703353973846,1.0006961244658654,0.0014385742
1738.7047428390595,1.0010073799246908,0.0014387824
1738.7061317040404,1.0007306072525153,0.0014385098
1738.7075205692543,1.0003577368852645,0.0014379952
1738.7089094342343,1.000276172057211,0.0014390212
1738.7102982994472,1.0003386754215948,0.0014378072
1738.7116871646606,1.0001214049894276,0.0014389474
1738.7130760296416,0.9998082263122946,0.001438
1738.7144648948554,1.0001246606526775,0.001438651
1738.7158537600687,1.0000219401126733,0.0014385737
1738.7172426250497,1.000405107039433,0.0014407039
1738.7186314902626,1.0004286324139047,0.0014378227
1738.7200203554755,1.0001255355229122,0.0014389221
1738.7214092206893,0.9998923658444473,0.0014371123
1738.7227980856699,0.9995071612942567,0.0014369023
1738.7241869508837,0.9994272102986608,0.0014374137
1738.7255758160973,0.9996148658799054,0.0014368375
1738.7269646813108,0.9996632741230016,0.0014396607
1738.7283535465247,0.9993554237609583,0.0014379495
1738.7297424117376,0.999919920382293,0.0014390833
1738.7311312769505,1.0000377467535668,0.0014401213
1738.732520142164,1.0001137320059015,0.0014390443
1738.7339090073776,0.9999966296754478,0.0014383167
1738.7352978725914,1.0003499355177994,0.001437725
1738.7366867378048,1.0001987656820976,0.0014366976
1738.7380756030186,1.0004258914305573,0.0014378038
1738.7394644682322,1.0011152979547115,0.0014370468
1738.7408533336782,1.001190117341215,0.0014400376
1738.742242198891,1.0010832778571066,0.0014381732
1738.7436310641044,1.0010388087341249,0.0014396678
1738.7450199293182,1.000464926319411,0.0014395568
1738.7464087947646,1.0002442550929802,0.001437725
1738.7477976599782,1.0001073400200922,0.001440537
1738.749186525192,1.0002990266365523,0.0014405246
1738.7505753906382,1.0001217516607839,0.0014387603
1738.7519642558511,1.000009568908801,0.0014377447
1738.7533531210643,1.0004983240481715,0.0014383723
1738.7547419865107,1.0003660822051792,0.0014379813
1738.7561308517245,1.0004323294574187,0.0014367214
1738.7575197171707,1.0000851845976584,0.0014382324
1738.7589085823845,0.9999658996827644,0.0014408107
1738.7602974478311,1.000160111937998,0.0014375028
1738.761686313044,1.0003807007379486,0.0014377459
1738.7630751784898,1.0006586622054914,0.0014377272
1738.764464043936,1.0006976670215655,0.0014372267
1738.7658529091498,1.0006416277687915,0.0014387096
1738.7672417745964,1.0009784032216706,0.0014400549
1738.7686306400426,1.0008433108770096,0.0014382428
1738.7700195052564,1.0007412112399632,0.0014379878
1738.7714083707026,1.0005487096132546,0.0014367205
1738.7727972361492,1.0005241640571862,0.0014378411
1738.774186101596,1.0002000291633877,0.001437391
1738.775574967042,0.9998840089533706,0.0014382598
1738.7769638324887,0.9997901713956974,0.0014387955
1738.7783526977023,0.9996639549401999,0.0014366488
1738.7797415631487,0.9996282569864491,0.001438588
1738.7811304285954,0.9997562240092636,0.0014394853
1738.7825192940415,0.9995208389352555,0.0014376942
1738.7839081594873,0.9992640400580727,0.0014382204
1738.7852970249332,0.9992245979162239,0.0014364779
1738.7866858903797,0.9994489966647855,0.001436764
1738.7880747558263,0.9993376203376254,0.0014371809
1738.7894636215053,0.9994456026746795,0.0014373434
1738.790852486952,0.9997437091392852,0.0014376634
1738.7922413523984,0.9998729880827416,0.0014413361
1738.7936302178443,1.0001377757153334,0.0014370481
1738.79501908329,0.999901947309551,0.0014407724
1738.7964079487363,0.9999360003054666,0.0014397124
1738.7977968144157,0.999791707453836,0.0014381435
1738.7991856798621,0.9998717530598602,0.0014394467
1738.8005745453086,1.0000806969771785,0.0014379515
1738.801963410988,1.0004971028791354,0.0014384812
1738.8033522764342,1.0008600231568927,0.001437265
1738.80474114188,1.0011228604430427,0.0014378852
1738.8061300075587,1.0010210480743853,0.0014385323
1738.8075188730052,1.0006720950719992,0.0014383283
1738.8089077386846,1.000256853450251,0.0014380264
1738.8102966041308,1.000088180871648,0.0014387188
1738.8116854698103,0.9996212034905649,0.0014371615
1738.813074335257,0.9995873002203941,0.0014376254
1738.814463200936,0.9995438010892546,0.0014386553
1738.8158520663817,0.9999419295614755,0.0014393501
1738.8172409320603,1.0000414560239954,0.0014383312
1738.8186297977397,1.00013555926165,0.0014411034
1738.8200186631864,1.0004869212219456,0.0014378829
1738.8214075288654,1.0006584481710432,0.0014382646
1738.8227963945449,1.0008793691451587,0.0014385289
1738.8241852602239,1.0008418179047252,0.0014387753
1738.8255741256705,1.000661478497096,0.0014391865
1738.826962991349,1.000436003287663,0.001437165
1738.8283518570277,1.0003750916077625,0.0014404019
1738.8297407227071,1.000164071288409,0.0014373616
1738.8311295883861,0.9995122915239618,0.0014374546
1738.8325184540656,0.9996384825453429,0.0014379028
1738.833907319745,0.9997787613043662,0.001437692
1738.835296185424,0.9998977612393138,0.0014364592
1738.8366850511027,0.9998097410235132,0.0014342415
1738.8380739167815,0.9997572095185,0.0014366086
1738.8394627824607,0.999259796595621,0.0014369959
1738.8408516481402,0.9991044458742383,0.0014408875
1738.8422405138192,0.9992721193053553,0.0014372722
1738.8436293794987,0.999185590371501,0.0014387295
1738.845018245178,0.999066686702574,0.0014372679
1738.8464071108572,0.9993674291935345,0.0014382931
1738.8477959765357,0.9998430481461312,0.0014373196
1738.8491848424471,1.0001385972214825,0.0014375373
1738.8505737081266,1.0001912978450882,0.0014365157
1738.8519625738058,1.000077958307151,0.0014379362
1738.853351439485,0.9998794861137056,0.0014369892
1738.8547403053974,0.9998069169527579,0.0014380522
1738.8561291710764,0.9999199400162954,0.0014371921
1738.857518036756,0.9997185336016136,0.0014379442
1738.8589069026673,0.9994633134521995,0.0014381211
1738.8602957683458,0.9994965130483997,0.001436919
1738.8616846342582,0.9997226167234394,0.0014371295
1738.8630734999372,0.9991107724419337,0.0014374218
1738.8644623656173,0.9991525347007826,0.0014393289
1738.8658512315303,0.9989567750132546,0.0014380844
1738.8672400974422,0.9990467175378843,0.0014366688
1738.8686289631207,0.99888216033185,0.0014353467
1738.8700178290321,0.9992188736362924,0.0014422347
1738.8714066947116,0.9998245097404677,0.0014369359
1738.872795560624,1.0001561963662218,0.0014370385
1738.8741844265357,1.0004969643194195,0.0014412029
1738.8755732922152,1.0004725770872016,0.0014395285
1738.876962158127,1.0000729198020284,0.0014393992
1738.8783510240394,0.9999849049887521,0.0014384104
1738.8811287556293,0.9995790062497036,0.0014369556
1738.8825176215416,0.9994161850086247,0.0014373336
1738.8839064874535,0.999089109849049,0.0014372666
1738.8852953533658,0.9990824161124214,0.0014372631
1738.886684219278,0.9996891781962989,0.0014371234
1738.88807308519,1.000063905414553,0.0014366246
1738.8894619511022,1.000170750954401,0.0014375789
1738.8908508167808,1.0003909195927536,0.0014357616
1738.8922396826922,1.000406811590316,0.0014367874
1738.8936285486045,1.0005869410753656,0.0014381108
1738.8950174147492,1.0008310391638118,0.0014379299
1738.8964062806615,1.0008391757373458,0.0014368655
1738.8977951465736,1.0009277982664648,0.0014418273
1738.8991840124856,1.0007297022826782,0.001439474
1738.900572878398,1.0004970438227687,0.0014384431
1738.9019617443093,1.0005474931907434,0.0014381101
1738.9033506102207,1.0000088379279708,0.0014359895
1738.9047394761328,0.9994773154270621,0.0014370349
1738.9061283422777,0.9993887540649002,0.0014373743
1738.90751720819,0.9996574802805939,0.0014381164
1738.9089060741019,0.999841328392159,0.0014368927
1738.910294940247,0.9998005470859233,0.0014368821
1738.9116838061584,0.9996920492209557,0.0014384366
1738.9130726720698,0.999207984047577,0.0014379312
1738.914461538215,0.9990950611792592,0.0014383305
1738.9158504041268,0.9992186507257832,0.0014358595
1738.917239270039,0.9987456279624924,0.0014366036
1738.9186281361842,0.9985662074086331,0.0014372459
1738.920017002096,0.9991117420937605,0.0014380781
1738.9214058682412,0.9991011824187335,0.001438992
1738.9227947341526,0.999427121381144,0.0014382193
1738.9241836002968,0.9992509237127329,0.0014376835
1738.9255724662091,0.9994467045842585,0.0014376983
1738.9269613323538,0.9995900954784399,0.001437074
1738.928350198499,0.9999425243797814,0.0014378249
1738.9297390644108,1.00035556634579,0.0014406497
1738.931127930556,1.0002673515948477,0.0014396041
1738.932516796701,1.0006057526518606,0.0014376291
1738.9339056626125,1.0007924860217852,0.001438192
1738.9352945287567,1.0005467127064072,0.0014364576
1738.9366833949014,1.0002638072058,0.0014374867
1738.9380722610465,0.9998429861199323,0.0014374093
1738.9394611269588,1.0000173376438306,0.0014387469
1738.9408499931035,0.9996941257035875,0.0014371884
1738.9422388592486,0.9994615895047735,0.0014378158
1738.9436277253935,0.999943878511825,0.0014399856
1738.945016591538,1.0000702394952088,0.001437203
1738.9464054576822,1.0004281362398895,0.0014378172
1738.9477943238269,1.0009330484353787,0.0014368162
1738.949183189972,1.0009505790376132,0.001438721
1738.950572056117,1.0007108157459859,0.0014386288
1738.9519609222618,1.0005406911853127,0.0014381148
1738.953349788407,1.0003564505758191,0.0014394912
1738.9547386545512,0.9998622162128825,0.001435763
1738.9561275206959,0.999136256077082,0.0014369707
1738.9575163868417,0.9987530017442466,0.0014382378
1738.9589052529866,0.9988415704896617,0.0014363757
1738.9602941193646,0.9990511861466767,0.0014369715
1738.9616829855092,0.9995714232028483,0.0014370577
1738.9630718516544,1.0000014520286478,0.0014389373
1738.9644607177993,1.000474269225225,0.0014402895
1738.9658495839437,1.0006959933894934,0.0014381978
1738.9672384503208,1.0008150291250941,0.0014389493
1738.9686273164655,1.0004273355972861,0.0014370539
1738.9700161826106,0.9997468939637894,0.0014379367
1738.9714050489886,0.9998866209101122,0.0014388809
1738.9727939151333,1.0004655687370152,0.001437099
1738.9741827812784,1.0005827653397477,0.0014384656
1738.975571647656,1.0006612492332574,0.0014380624
1738.9769605138003,1.0006211769197957,0.0014395437
1738.9783493801776,1.000684219086137,0.001438193
1738.9797382463223,1.0009011399938712,0.0014394579
1738.9811271127003,1.0009110307004598,0.0014370253
1738.982515978845,1.0007636609032773,0.0014374267
1738.983904845223,1.00080102134326,0.001437864
1738.985293711601,1.0006609060385405,0.0014387257
1738.9866825777456,1.0007153152235013,0.0014365831
1738.9880714441226,1.0000236390178305,0.0014375071
1738.9894603102668,0.999782788507132,0.0014367867
1738.9908491766448,0.9991782650937109,0.0014351563
1738.9922380430228,0.9990845973494237,0.0014386239
1738.9936269094003,0.99924982902795,0.0014347176
1738.9950157755454,0.9995136491244163,0.0014382252
1738.9964046419232,0.999892009335054,0.0014350999
1738.9977935083004,1.0002129985165449,0.0014399863
1738.9991823746775,1.0002672754338562,0.0014371722
1739.000571241055,1.0008295402299134,0.0014401659
1739.0019601072001,1.0008991154799487,0.001438174
1739.0033489735779,1.0013114465537496,0.0014385342
