candidate,t0,depth,depth_err
0,2064.8084077990243,1.4450373351622137,0.12452092502048881
0,2068.499138820717,1.697382043129636,0.14899444482831836
0,2072.1898698424093,,
0,2075.880600864102,1.8980147513277812,0.26610090970556444
0,2079.5713318857943,1.6802649538740777,0.19016221048376297
0,2083.262062907487,1.1994642273602807,0.09645839183716001
0,2086.9527939291793,,
0,2090.643524950872,1.4240706756242227,0.16066966618456469
0,2094.3342559725643,1.3554671595791268,0.1697398472482158
0,2098.024986994257,1.2306121933031156,0.2015887760622039
0,2101.7157180159493,,
0,2105.406449037642,1.3964183713405243,0.20386325459979987
0,2109.0971800593343,1.7387568829021482,0.1645600047806012
0,2112.787911081027,,
0,2116.4786421027193,,
0,2120.169373124412,,
0,2123.8601041461043,,
0,2127.550835167797,,
0,2131.2415661894893,,
0,2134.932297211182,,
0,2138.6230282328743,,
0,2142.313759254567,,
0,2146.0044902762593,,
0,2149.695221297952,,
0,2153.3859523196443,,
0,2157.076683341337,,
0,2160.7674143630293,,
0,2164.458145384722,,
0,2168.1488764064143,,
0,2171.839607428107,,
0,2175.5303384497993,1.335337259385616,0.1271739290869115
0,2179.221069471492,1.7334966133186747,0.11520645741654506
0,2182.9118004931843,1.6162352719779616,0.21091502314227084
0,2186.602531514877,,
0,2190.2932625365693,1.5554205596114423,0.17049712189786853
0,2193.983993558262,1.7129185316756557,0.10564197491045066
0,2197.6747245799543,1.516478695218093,0.15445051669274729
0,2201.3654556016468,,
0,2205.0561866233393,,
0,2208.7469176450318,,
0,2212.4376486667243,,
0,2216.1283796884168,,
0,2219.8191107101093,,
0,2223.5098417318018,,
0,2227.2005727534943,,
0,2230.8913037751868,,
0,2234.5820347968793,,
0,2238.2727658185718,,
0,2241.9634968402643,,
0,2245.6542278619568,,
0,2249.3449588836493,,
0,2253.0356899053418,,
0,2256.7264209270343,1.4895525949398802,0.1530298596977879
0,2260.4171519487268,1.570544745200686,0.09512519967078108
0,2264.1078829704193,1.6801333284258702,0.1746911409452526
0,2267.7986139921118,,
0,2271.4893450138043,,
0,2275.1800760354968,1.4133884101189542,0.1743166823296079
0,2278.8708070571893,1.5732852917564877,0.18273965558440503
0,2282.5615380788818,1.6594600490609235,0.1586806596173834
0,2286.2522691005743,1.7858970674561325,0.08485220268930539
0,2289.9430001222668,1.9374675864968216,0.09775772597691464
0,2293.6337311439593,,
0,2297.3244621656518,1.575466550314486,0.15854275452385105
0,2301.0151931873443,1.2708345748766448,0.0534915911998095
0,2304.7059242090368,1.6396863562107011,0.1512535526029005
0,2308.3966552307293,1.7337313839451696,0.10532208816584607
0,2312.0873862524218,1.5484924464974625,0.14968216005940518
0,2315.7781172741143,1.7804220577272156,0.10268173801965534
0,2319.4688482958068,,
0,2323.1595793174993,1.5067819679764893,0.19717092775092107
0,2326.8503103391918,1.7783858519258011,0.14551817236623857
0,2330.5410413608843,1.438077490618861,0.20151264119566825
0,2334.2317723825768,1.5348388997626916,0.07772846843924214
0,2337.9225034042693,1.4255361648135567,0.1944198000969595
0,2341.6132344259618,1.9473074394472656,0.19085868870069475
0,2345.3039654476543,1.421229424126258,0.0877607513024164
0,2348.9946964693468,1.7540078678685012,0.10297184651537755
0,2352.6854274910393,1.4412889347008573,0.23385443414296464
0,2356.3761585127318,1.4778220698596911,0.18305916730277527
0,2360.0668895344243,1.3252384975075415,0.17127504578637062
0,2363.7576205561168,1.2833955731689217,0.12324442983006637
0,2367.4483515778093,1.2546162013419293,0.1748021834416057
0,2371.1390825995018,1.4122107161878006,0.20478998909721638
0,2374.8298136211943,1.3051337213877412,0.3267368220990873
0,2378.5205446428868,1.4892352224044059,0.15400568712904886
0,2382.2112756645793,1.141958594232384,0.1305403291731486
0,2385.9020066862718,1.2620200967315975,0.18214924045458838
0,2389.5927377079643,1.382530080983435,0.29269533863319414
1,2062.385342657189,0.5191322590711867,0.16068927385308043
1,2064.63843164157,0.2969458218258225,0.15183570595285206
1,2066.891520625951,0.7140212957448266,0.1918654256519906
1,2069.1446096103323,0.8880496516388003,0.1423074968283584
1,2071.3976985947133,,
1,2073.6507875790944,,
1,2075.9038765634755,,
1,2078.1569655478565,0.30701306974223463,0.13129215773503283
1,2080.4100545322376,0.5703509027293885,0.14998113549130274
1,2082.6631435166187,0.583191421920759,0.1767192297004751
1,2084.9162325009997,,
