#TBJD,flux,flux_err
1624.9576873284864,0.9935113787651062,0.013955827
1624.9590762009516,1.00484037399292,0.013997813
1624.9604650736505,1.0186718702316284,0.014094337
1624.9618539461162,0.9950773119926453,0.014006831
1624.9632428188152,0.9990215301513672,0.014002701
1624.9646316912808,0.9968691468238831,0.014045083
1624.9660205639798,0.9958971738815308,0.014023546
1624.9674094364455,0.9890301823616028,0.014027091
1624.9687983091435,0.9884696006774902,0.014048791
1624.970187181842,0.9887689352035522,0.014039245
1624.9715760543086,1.0082733631134033,0.0140695125
1624.9729649270075,0.9927389025688171,0.0140779475
1624.9743537997056,0.9866030812263491,0.01410508
1624.9757426721708,0.9899511933326721,0.0141080385
1624.9771315448693,0.9809050559997559,0.01409619
1624.9785204175687,0.9889673590660095,0.014125317
1624.9799092902676,0.9932969808578491,0.014135133
1624.9812981629657,0.9838140606880188,0.014161254
1624.9826870356642,0.9731172323226929,0.014246594
1624.98407590813,0.9864356517791744,0.014153358
1624.9854647808293,0.987604558467865,0.014133512
1624.9868536535282,0.9954966306686401,0.014180334
1624.9882425262263,0.9802413582801819,0.014197281
1624.9896313989248,0.9929249286651611,0.014202045
1624.9910202718565,0.9687684774398804,0.014272524
1624.9924091445546,0.9973409175872803,0.014222922
1624.993798017253,0.9771189093589783,0.01422988
1624.9951868899525,0.989258348941803,0.014256418
1624.9965757626514,0.9876378774642944,0.014241963
1624.9979646353495,0.992753803730011,0.014372848
1624.9993535082804,0.9900155663490295,0.014264865
1625.0007423809798,0.9701849222183228,0.014263402
1625.002131253679,0.9974989891052246,0.0143187605
1625.0035201266096,0.996466994285583,0.014294159
1625.0049089993076,0.9851166605949397,0.014323042
1625.0062978722394,0.9995076060295105,0.014334763
1625.007686744938,0.9818869233131409,0.0143372165
1625.0090756178702,0.985565185546875,0.014400356
1625.0104644905691,0.9868746399879456,0.014344518
1625.0118533635,0.9887452125549316,0.014370119
1625.0132422361985,0.9864304065704341,0.014357524
1625.0146311091303,0.9915546178817749,0.014442167
1625.0160199820616,0.9840316772460938,0.014393061
1625.0174088547606,0.9729926586151123,0.01442657
1625.018797727692,0.9854841828346252,0.014420675
1625.0201866006232,0.9915117025375362,0.014430624
1625.021575473554,0.9812021255493164,0.014548942
1625.0229643462521,1.0119779109954834,0.014463157
1625.0243532191844,0.9959540963172913,0.014461239
1625.0257420921166,0.9933802485466003,0.014460238
1625.0271309650475,0.9935669898986816,0.014486727
1625.0285198379784,0.9929044842720032,0.014498981
1625.0299087109101,1.0060713291168213,0.014527521
1625.0312975838424,0.9807549715042114,0.014508742
1625.0326864567737,1.0037457942962646,0.01456128
1625.0340753297046,0.9858438968658445,0.014547954
1625.0354642026361,0.9778352975845337,0.014563026
1625.0368530758005,0.9756278395652771,0.014583745
1625.0382419487319,0.9876542687416077,0.014579249
1625.0396308216636,0.9896427392959595,0.014601253
1625.041019694595,0.9994360208511353,0.014617455
1625.0424085675268,0.99530029296875,0.014597547
1625.043797440691,0.9913026690483093,0.014624944
1625.0451863136218,0.9961391687393188,0.014640818
1625.0465751867864,0.9982104897499084,0.014676537
1625.0479640597187,0.9856456518173216,0.014653695
1625.04935293265,0.9921033978462219,0.014675096
1625.0507418058137,0.9980248808860779,0.014718675
1625.0521306787446,0.9971825480461116,0.014706216
1625.0535195519087,0.9960063099861145,0.014737679
1625.0549084250738,1.014209508895874,0.014817262
1625.0562972980056,1.0191386938095093,0.0147726005
1625.0576861711693,1.0046201944351192,0.014767168
1625.0590750443334,0.9965646862983704,0.014774629
1625.0604639172652,1.0103874206542969,0.0147759775
1625.061852790429,0.9812383055686951,0.014794748
1625.063241663593,0.9874384999275208,0.014803819
1625.0646305367582,1.0069547891616821,0.01481081
1625.0660194099228,0.9833036661148071,0.014824694
1625.067408283087,0.9993458390235901,0.014896769
1625.0687971562506,1.0002871751785278,0.014872502
1625.0701860294148,0.9896461367607112,0.014846819
1625.0715749025799,1.0007624626159668,0.014891852
1625.0729637757445,1.0030730962753296,0.014885344
1625.0743526489082,0.9897722601890564,0.014898711
1625.075741522072,0.9884318113327026,0.014922269
1625.077130395236,0.9880105853080745,0.0149070965
1625.0785192684011,0.9787344336509705,0.014932129
1625.0799081415657,0.9737338423728938,0.014958887
1625.0812970149623,1.0097522735595703,0.014976827
1625.0826858881264,0.9931601881980896,0.015042787
1625.084074761291,0.9845183491706848,0.015003281
1625.085463634688,0.9761608839035034,0.014992041
1625.0868525078522,1.0004689693450928,0.014998612
1625.0882413810168,0.9687114357948303,0.015002944
